주요재무정보,2015/03,2015/06,2015/09,2015/12,2016/03,2016/06(E),2016/09(E),2016/12(E),code,name
BPS(원),3810.0,3931.0,3999.0,4022.0,3818.0,,,,040420,정상제이엘에스
PBR(배),1.76,1.67,1.66,1.61,1.69,,,,040420,정상제이엘에스
현금DPS(원),0.0,0.0,0.0,420.0,,,,,040420,정상제이엘에스
현금배당수익률,,,,,,,,,040420,정상제이엘에스
현금배당성향(%),0.0,0.0,0.0,1373.63,,,,,040420,정상제이엘에스
발행주식수(보통주),15677552.0,15677552.0,15677552.0,15677552.0,15677552.0,,,,040420,정상제이엘에스
주요재무정보,2015/03(IFRS별도),2015/06(IFRS별도),2015/09(IFRS별도),2015/12(IFRS별도),2016/03(IFRS별도),2016/06(E)(IFRS별도),2016/09(E)(IFRS별도),2016/12(E)(IFRS별도),code,name
매출액,1765.0,1685.0,1579.0,1561.0,1583.0,,,,104480,티케이케미칼
영업이익,69.0,27.0,6.0,-11.0,24.0,,,,104480,티케이케미칼
세전계속사업이익,96.0,31.0,26.0,118.0,63.0,,,,104480,티케이케미칼
당기순이익,13.0,18.0,15.0,76.0,39.0,,,,104480,티케이케미칼
당기순이익(지배),13.0,18.0,15.0,76.0,39.0,,,,104480,티케이케미칼
당기순이익(비지배),,,,,,,,,104480,티케이케미칼
자산총계,5435.0,5457.0,5591.0,5507.0,5763.0,,,,104480,티케이케미칼
부채총계,3274.0,3259.0,3314.0,3139.0,3376.0,,,,104480,티케이케미칼
자본총계,2160.0,2198.0,2277.0,2368.0,2387.0,,,,104480,티케이케미칼
자본총계(지배),2160.0,2198.0,2277.0,2368.0,2387.0,,,,104480,티케이케미칼
자본총계(비지배),,,,,,,,,104480,티케이케미칼
자본금,454.0,454.0,454.0,454.0,454.0,,,,104480,티케이케미칼
영업활동현금흐름,124.0,219.0,-159.0,89.0,-44.0,,,,104480,티케이케미칼
투자활동현금흐름,-52.0,1.0,-84.0,134.0,-146.0,,,,104480,티케이케미칼
재무활동현금흐름,-79.0,-172.0,205.0,-254.0,178.0,,,,104480,티케이케미칼
CAPEX,12.0,18.0,38.0,45.0,183.0,,,,104480,티케이케미칼
FCF,112.0,201.0,-198.0,43.0,-227.0,,,,104480,티케이케미칼
이자발생부채,2101.0,1952.0,2183.0,1928.0,2113.0,,,,104480,티케이케미칼
영업이익률,3.89,1.58,0.37,-0.69,1.5,,,,104480,티케이케미칼
순이익률,0.73,1.06,0.98,4.87,2.48,,,,104480,티케이케미칼
ROE(%),5.07,0.96,1.12,5.44,6.53,,,,104480,티케이케미칼
ROA(%),1.95,0.35,0.42,2.18,2.65,,,,104480,티케이케미칼
부채비율,151.56,148.25,145.59,132.6,141.42,,,,104480,티케이케미칼
자본유보율,370.79,374.69,378.02,396.31,404.94,,,,104480,티케이케미칼
EPS(원),14.0,20.0,17.0,84.0,43.0,,,,104480,티케이케미칼
PER(배),16.51,96.16,112.85,16.41,12.67,,,,104480,티케이케미칼
BPS(원),2506.0,2549.0,2640.0,2746.0,2769.0,,,,104480,티케이케미칼
PBR(배),0.77,0.86,1.16,0.8,0.75,,,,104480,티케이케미칼
현금DPS(원),0.0,0.0,0.0,,,,,,104480,티케이케미칼
현금배당수익률,,,,,,,,,104480,티케이케미칼
현금배당성향(%),0.0,0.0,0.0,0.0,,,,,104480,티케이케미칼
발행주식수(보통주),90895434.0,90895434.0,90895434.0,90895434.0,90895434.0,,,,104480,티케이케미칼
주요재무정보,2015/03,2015/06,2015/09,2015/12,2016/03,2016/06(E),2016/09(E),2016/12(E),code,name
매출액,118.0,131.0,75.0,83.0,97.0,,,,048410,현대아이비티
영업이익,4.0,3.0,8.0,-2.0,4.0,,,,048410,현대아이비티
세전계속사업이익,2.0,3.0,9.0,-5.0,1.0,,,,048410,현대아이비티
당기순이익,2.0,3.0,9.0,-7.0,1.0,,,,048410,현대아이비티
당기순이익(지배),2.0,3.0,9.0,-7.0,1.0,,,,048410,현대아이비티
당기순이익(비지배),,,,,,,,,048410,현대아이비티
자산총계,376.0,342.0,354.0,434.0,465.0,,,,048410,현대아이비티
부채총계,150.0,112.0,115.0,188.0,218.0,,,,048410,현대아이비티
자본총계,226.0,229.0,239.0,246.0,247.0,,,,048410,현대아이비티
자본총계(지배),226.0,229.0,239.0,246.0,247.0,,,,048410,현대아이비티
자본총계(비지배),,,,,,,,,048410,현대아이비티
자본금,151.0,151.0,151.0,151.0,151.0,,,,048410,현대아이비티
영업활동현금흐름,-24.0,26.0,-7.0,6.0,-51.0,,,,048410,현대아이비티
투자활동현금흐름,5.0,-1.0,0.0,-3.0,0.0,,,,048410,현대아이비티
재무활동현금흐름,22.0,-11.0,-11.0,94.0,29.0,,,,048410,현대아이비티
CAPEX,1.0,0.0,4.0,1.0,0.0,,,,048410,현대아이비티
FCF,-25.0,25.0,-11.0,5.0,-52.0,,,,048410,현대아이비티
이자발생부채,72.0,63.0,52.0,134.0,165.0,,,,048410,현대아이비티
영업이익률,3.66,2.42,10.98,-2.62,4.15,,,,048410,현대아이비티
순이익률,1.41,2.23,12.54,-8.3,1.5,,,,048410,현대아이비티
ROE(%),-10.65,-5.81,-2.0,3.02,2.92,,,,048410,현대아이비티
ROA(%),-6.75,-3.98,-1.34,1.87,1.64,,,,048410,현대아이비티
부채비율,66.22,48.94,48.08,76.44,87.95,,,,048410,현대아이비티
자본유보율,124.33,126.26,132.48,137.37,138.34,,,,048410,현대아이비티
EPS(원),5.0,10.0,31.0,-23.0,5.0,,,,048410,현대아이비티
PER(배),-91.93,-187.7,-335.39,258.98,280.73,,,,048410,현대아이비티
BPS(원),747.0,757.0,788.0,812.0,817.0,,,,048410,현대아이비티
PBR(배),9.58,10.4,6.29,7.49,7.85,,,,048410,현대아이비티
현금DPS(원),0.0,0.0,0.0,,,,,,048410,현대아이비티
현금배당수익률,,,,,,,,,048410,현대아이비티
현금배당성향(%),0.0,0.0,0.0,0.0,,,,,048410,현대아이비티
발행주식수(보통주),30297753.0,30297753.0,30297753.0,30297753.0,30297753.0,,,,048410,현대아이비티
주요재무정보,2015/03(IFRS별도),2015/06(IFRS별도),2015/09(IFRS별도),2015/12(IFRS별도),2016/03(IFRS별도),2016/06(E)(IFRS별도),2016/09(E)(IFRS별도),2016/12(E)(IFRS별도),code,name
매출액,7.0,13.0,10.0,11.0,12.0,,,,138610,나이벡
영업이익,-3.0,-3.0,-4.0,-6.0,-4.0,,,,138610,나이벡
세전계속사업이익,-3.0,-6.0,-5.0,-10.0,-5.0,,,,138610,나이벡
당기순이익,-3.0,-6.0,-5.0,-10.0,-5.0,,,,138610,나이벡
당기순이익(지배),-3.0,-6.0,-5.0,-10.0,-5.0,,,,138610,나이벡
당기순이익(비지배),,,,,,,,,138610,나이벡
자산총계,162.0,150.0,200.0,194.0,261.0,,,,138610,나이벡
부채총계,104.0,87.0,84.0,86.0,147.0,,,,138610,나이벡
자본총계,58.0,62.0,116.0,108.0,114.0,,,,138610,나이벡
자본총계(지배),58.0,62.0,116.0,108.0,114.0,,,,138610,나이벡
자본총계(비지배),,,,,,,,,138610,나이벡
자본금,21.0,22.0,26.0,26.0,26.0,,,,138610,나이벡
영업활동현금흐름,-2.0,-6.0,-10.0,-3.0,-1.0,,,,138610,나이벡
투자활동현금흐름,-2.0,-6.0,-8.0,-14.0,-8.0,,,,138610,나이벡
재무활동현금흐름,20.0,-9.0,57.0,-7.0,72.0,,,,138610,나이벡
CAPEX,1.0,2.0,3.0,7.0,13.0,,,,138610,나이벡
FCF,-4.0,-8.0,-13.0,-10.0,-14.0,,,,138610,나이벡
이자발생부채,81.0,62.0,62.0,58.0,112.0,,,,138610,나이벡
영업이익률,-37.17,-20.79,-40.49,-55.61,-31.28,,,,138610,나이벡
순이익률,-45.53,-45.35,-50.71,-87.65,-41.01,,,,138610,나이벡
ROE(%),-55.8,-50.62,-29.76,-30.52,-30.04,,,,138610,나이벡
ROA(%),-17.92,-16.72,-13.38,-14.45,-12.23,,,,138610,나이벡
부채비율,180.65,140.1,72.9,79.59,128.03,,,,138610,나이벡
자본유보율,170.17,183.84,347.35,311.76,335.72,,,,138610,나이벡
EPS(원),-74.0,-125.0,-110.0,-192.0,-94.0,,,,138610,나이벡
PER(배),-10.26,-20.97,-17.23,-20.79,-19.81,,,,138610,나이벡
BPS(원),1278.0,1341.0,2251.0,2073.0,2192.0,,,,138610,나이벡
PBR(배),6.02,9.5,3.97,5.11,4.74,,,,138610,나이벡
현금DPS(원),0.0,0.0,0.0,0.0,,,,,138610,나이벡
현금배당수익률,0.0,,,,,,,,138610,나이벡
현금배당성향(%),0.0,0.0,0.0,,,,,,138610,나이벡
발행주식수(보통주),4516313.0,4654754.0,5148761.0,5219715.0,5219715.0,,,,138610,나이벡
주요재무정보,2015/03(IFRS별도),2015/06(IFRS별도),2015/09(IFRS별도),2015/12(IFRS별도),2016/03(IFRS별도),2016/06(E)(IFRS별도),2016/09(E)(IFRS별도),2016/12(E)(IFRS별도),code,name
매출액,100.0,96.0,93.0,98.0,94.0,,,,036670,KCI
영업이익,15.0,14.0,17.0,18.0,22.0,,,,036670,KCI
세전계속사업이익,16.0,16.0,16.0,20.0,20.0,,,,036670,KCI
당기순이익,14.0,12.0,13.0,15.0,16.0,,,,036670,KCI
당기순이익(지배),14.0,12.0,13.0,15.0,16.0,,,,036670,KCI
당기순이익(비지배),,,,,,,,,036670,KCI
자산총계,548.0,544.0,555.0,556.0,565.0,,,,036670,KCI
부채총계,153.0,137.0,135.0,114.0,131.0,,,,036670,KCI
자본총계,395.0,407.0,420.0,442.0,433.0,,,,036670,KCI
자본총계(지배),395.0,407.0,420.0,442.0,433.0,,,,036670,KCI
자본총계(비지배),,,,,,,,,036670,KCI
자본금,56.0,56.0,56.0,56.0,56.0,,,,036670,KCI
영업활동현금흐름,12.0,39.0,15.0,31.0,11.0,,,,036670,KCI
투자활동현금흐름,-2.0,0.0,-4.0,-5.0,-5.0,,,,036670,KCI
재무활동현금흐름,-14.0,-21.0,-1.0,-12.0,-1.0,,,,036670,KCI
CAPEX,0.0,1.0,1.0,3.0,0.0,,,,036670,KCI
FCF,12.0,38.0,14.0,28.0,11.0,,,,036670,KCI
이자발생부채,106.0,95.0,7.0,77.0,1.0,,,,036670,KCI
영업이익률,15.02,14.56,18.05,18.9,23.33,,,,036670,KCI
순이익률,14.27,12.53,14.28,15.34,17.13,,,,036670,KCI
ROE(%),9.93,11.45,13.21,12.92,13.62,,,,036670,KCI
ROA(%),6.96,8.36,9.78,9.76,10.14,,,,036670,KCI
부채비율,38.77,33.68,32.05,25.91,30.31,,,,036670,KCI
자본유보율,642.18,663.78,687.57,715.79,718.98,,,,036670,KCI
EPS(원),127.0,107.0,117.0,133.0,143.0,,,,036670,KCI
PER(배),43.59,29.58,26.44,20.63,18.84,,,,036670,KCI
BPS(원),3578.0,3687.0,3807.0,4002.0,3967.0,,,,036670,KCI
PBR(배),4.14,3.21,3.28,2.5,2.38,,,,036670,KCI
현금DPS(원),0.0,0.0,0.0,130.0,,,,,036670,KCI
현금배당수익률,,,,1.37,,,,,036670,KCI
현금배당성향(%),0.0,0.0,0.0,95.65,,,,,036670,KCI
발행주식수(보통주),11130000.0,11130000.0,11130000.0,11270000.0,11270000.0,,,,036670,KCI
주요재무정보,2015/03,2015/06,2015/09,2015/12,2016/03,2016/06(E),2016/09(E),2016/12(E),code,name
매출액,2362.0,2884.0,3079.0,3004.0,2731.0,,,,005250,녹십자홀딩스
영업이익,155.0,350.0,526.0,45.0,135.0,,,,005250,녹십자홀딩스
세전계속사업이익,229.0,503.0,812.0,26.0,69.0,,,,005250,녹십자홀딩스
당기순이익,170.0,371.0,595.0,-7.0,41.0,,,,005250,녹십자홀딩스
당기순이익(지배),99.0,217.0,309.0,30.0,23.0,,,,005250,녹십자홀딩스
당기순이익(비지배),72.0,154.0,286.0,-37.0,18.0,,,,005250,녹십자홀딩스
자산총계,18443.0,19775.0,19780.0,20587.0,20927.0,,,,005250,녹십자홀딩스
부채총계,6623.0,7333.0,6850.0,7513.0,8019.0,,,,005250,녹십자홀딩스
자본총계,11820.0,12442.0,12930.0,13074.0,12908.0,,,,005250,녹십자홀딩스
자본총계(지배),7057.0,7176.0,7370.0,7322.0,7215.0,,,,005250,녹십자홀딩스
자본총계(비지배),4763.0,5266.0,5560.0,5752.0,5693.0,,,,005250,녹십자홀딩스
자본금,266.0,266.0,266.0,266.0,266.0,,,,005250,녹십자홀딩스
영업활동현금흐름,-257.0,-22.0,-552.0,901.0,-664.0,,,,005250,녹십자홀딩스
투자활동현금흐름,-295.0,-393.0,1153.0,-666.0,-790.0,,,,005250,녹십자홀딩스
재무활동현금흐름,471.0,1024.0,-752.0,519.0,951.0,,,,005250,녹십자홀딩스
CAPEX,182.0,272.0,408.0,657.0,459.0,,,,005250,녹십자홀딩스
FCF,-440.0,-293.0,-959.0,244.0,-1123.0,,,,005250,녹십자홀딩스
이자발생부채,3283.0,3970.0,3230.0,3380.0,4581.0,,,,005250,녹십자홀딩스
영업이익률,6.57,12.12,17.09,1.51,4.96,,,,005250,녹십자홀딩스
순이익률,7.21,12.85,19.31,-0.24,1.49,,,,005250,녹십자홀딩스
ROE(%),7.51,9.09,9.26,9.11,8.11,,,,005250,녹십자홀딩스
ROA(%),5.06,5.87,6.25,5.86,5.08,,,,005250,녹십자홀딩스
부채비율,56.03,58.94,52.98,57.46,62.12,,,,005250,녹십자홀딩스
자본유보율,2436.05,2519.65,2639.72,2649.77,2606.39,,,,005250,녹십자홀딩스
EPS(원),199.0,438.0,624.0,60.0,46.0,,,,005250,녹십자홀딩스
PER(배),26.12,38.59,29.86,31.77,31.17,,,,005250,녹십자홀딩스
BPS(원),15477.0,15806.0,16233.0,16127.0,15890.0,,,,005250,녹십자홀딩스
PBR(배),1.77,3.15,2.47,2.6,2.29,,,,005250,녹십자홀딩스
현금DPS(원),0.0,0.0,0.0,300.0,,,,,005250,녹십자홀딩스
현금배당수익률,,,,,,,,,005250,녹십자홀딩스
현금배당성향(%),0.0,0.0,0.0,461.16,,,,,005250,녹십자홀딩스
발행주식수(보통주),47028210.0,47028210.0,47028210.0,47028210.0,47028210.0,,,,005250,녹십자홀딩스
주요재무정보,2015/03(IFRS별도),2015/06(IFRS별도),2015/09(IFRS별도),2015/12(IFRS별도),2016/03(IFRS별도),2016/06(E)(IFRS별도),2016/09(E)(IFRS별도),2016/12(E)(IFRS별도),code,name
매출액,30.0,82.0,7.0,206.0,29.0,,,,095700,제넥신
영업이익,-16.0,20.0,-84.0,91.0,-28.0,,,,095700,제넥신
세전계속사업이익,5.0,14.0,-96.0,62.0,-31.0,,,,095700,제넥신
당기순이익,5.0,14.0,-96.0,62.0,-31.0,,,,095700,제넥신
당기순이익(지배),5.0,14.0,-96.0,62.0,-31.0,,,,095700,제넥신
당기순이익(비지배),,,,,,,,,095700,제넥신
자산총계,1157.0,1176.0,1082.0,1421.0,1361.0,,,1322.0,095700,제넥신
부채총계,142.0,92.0,97.0,163.0,120.0,,,110.0,095700,제넥신
자본총계,1015.0,1083.0,985.0,1258.0,1241.0,,,1212.0,095700,제넥신
자본총계(지배),1015.0,1083.0,985.0,1258.0,1241.0,,,1212.0,095700,제넥신
자본총계(비지배),,,,,,,,,095700,제넥신
자본금,43.0,44.0,44.0,45.0,91.0,,,90.0,095700,제넥신
영업활동현금흐름,-2.0,-33.0,-12.0,30.0,108.0,,,,095700,제넥신
투자활동현금흐름,-271.0,-68.0,16.0,-225.0,-128.0,,,,095700,제넥신
재무활동현금흐름,2.0,0.0,,202.0,2.0,,,,095700,제넥신
CAPEX,3.0,2.0,9.0,16.0,3.0,,,,095700,제넥신
FCF,-5.0,-35.0,-21.0,14.0,105.0,,,,095700,제넥신
이자발생부채,74.0,30.0,30.0,30.0,30.0,,,,095700,제넥신
영업이익률,-52.89,24.52,-1212.05,44.3,-97.88,,,,095700,제넥신
순이익률,15.76,17.34,-1372.53,30.29,-107.67,,,,095700,제넥신
ROE(%),-9.57,-5.57,-15.25,-1.26,-4.43,,,,095700,제넥신
ROA(%),-8.39,-4.95,-13.39,-1.11,-3.97,,,,095700,제넥신
부채비율,13.98,8.52,9.84,12.99,9.64,,,9.08,095700,제넥신
자본유보율,2205.88,2271.94,2054.3,2579.9,1208.45,,,,095700,제넥신
EPS(원),28.0,81.0,-544.0,351.0,-171.0,,,,095700,제넥신
PER(배),-73.8,-215.06,-58.61,-575.41,-251.3,,,,095700,제넥신
BPS(원),5930.0,6165.0,5604.0,6954.0,6848.0,,,6634.0,095700,제넥신
PBR(배),5.75,9.53,7.14,6.75,10.34,,,8.88,095700,제넥신
현금DPS(원),0.0,0.0,0.0,0.0,0.0,,,,095700,제넥신
현금배당수익률,0.0,0.0,0.0,,,,,,095700,제넥신
현금배당성향(%),0.0,0.0,0.0,0.0,,,,,095700,제넥신
발행주식수(보통주),14786356.0,15245640.0,15245640.0,16588404.0,17344545.0,,,,095700,제넥신
주요재무정보,2015/03,2015/06,2015/09,2015/12,2016/03,2016/06(E),2016/09(E),2016/12(E),code,name
매출액,21539.0,24151.0,25910.0,28082.0,23524.0,25574.0,26990.0,29605.0,003555,LG우
영업이익,1999.0,3419.0,3732.0,2229.0,3292.0,3637.0,3764.0,3502.0,003555,LG우
세전계속사업이익,1830.0,3262.0,3579.0,2083.0,3160.0,3420.0,3509.0,3164.0,003555,LG우
당기순이익,1571.0,2981.0,3202.0,1684.0,2922.0,2998.0,3022.0,2666.0,003555,LG우
당기순이익(지배),1683.0,2999.0,3167.0,1593.0,2942.0,3094.0,3131.0,2788.0,003555,LG우
당기순이익(비지배),-112.0,-18.0,35.0,91.0,-19.0,,,,003555,LG우
자산총계,171832.0,175011.0,179348.0,181234.0,182095.0,,,189771.0,003555,LG우
부채총계,46757.0,46351.0,46679.0,48152.0,48557.0,,,47585.0,003555,LG우
자본총계,125075.0,128659.0,132668.0,133082.0,133538.0,,,141642.0,003555,LG우
자본총계(지배),121869.0,125465.0,129432.0,129755.0,130240.0,,,138181.0,003555,LG우
자본총계(비지배),3206.0,3194.0,3236.0,3327.0,3298.0,,,,003555,LG우
자본금,8794.0,8794.0,8794.0,8794.0,8794.0,,,8792.0,003555,LG우
영업활동현금흐름,2871.0,2544.0,876.0,2572.0,1437.0,,,,003555,LG우
투자활동현금흐름,519.0,-2239.0,-542.0,-1421.0,275.0,,,,003555,LG우
재무활동현금흐름,-880.0,745.0,-1025.0,-291.0,69.0,,,,003555,LG우
CAPEX,526.0,777.0,-1300.0,2628.0,659.0,,,,003555,LG우
FCF,2345.0,1767.0,2176.0,-56.0,778.0,,,,003555,LG우
이자발생부채,17891.0,20440.0,19446.0,19165.0,19205.0,,,,003555,LG우
영업이익률,9.28,14.16,14.4,7.94,14.0,14.22,13.94,11.83,003555,LG우
순이익률,7.29,12.34,12.36,6.0,12.42,11.72,11.2,9.0,003555,LG우
ROE(%),6.99,7.15,7.67,7.49,8.49,,,,003555,LG우
ROA(%),4.84,5.04,5.51,5.32,6.1,,,,003555,LG우
부채비율,37.38,36.03,35.19,36.18,36.36,,,33.6,003555,LG우
자본유보율,1305.63,1341.44,1375.29,1391.17,1396.18,,,,003555,LG우
EPS(원),957.0,1705.0,1801.0,906.0,1673.0,1759.0,1781.0,1585.0,003555,LG우
PER(배),12.88,12.44,11.15,13.19,11.26,,,,003555,LG우
BPS(원),69334.0,71380.0,73637.0,73820.0,74096.0,,,78614.0,003555,LG우
PBR(배),0.88,0.87,0.83,0.96,0.92,,,0.81,003555,LG우
현금DPS(원),0.0,0.0,0.0,1300.0,,,,,003555,LG우
현금배당수익률,,,,,,,,,003555,LG우
현금배당성향(%),0.0,0.0,0.0,143.57,,,,,003555,LG우
발행주식수(보통주),172557131.0,172557131.0,172557131.0,172557131.0,172557131.0,,,,003555,LG우
주요재무정보,2015/03(IFRS별도),2015/06(IFRS별도),2015/09(IFRS별도),2015/12(IFRS별도),2016/03(IFRS별도),2016/06(E)(IFRS별도),2016/09(E)(IFRS별도),2016/12(E)(IFRS별도),code,name
매출액,348.0,154.0,211.0,277.0,240.0,,,,045660,에이텍
영업이익,27.0,-4.0,9.0,12.0,12.0,,,,045660,에이텍
세전계속사업이익,55.0,4.0,11.0,4.0,16.0,,,,045660,에이텍
당기순이익,48.0,21.0,8.0,7.0,13.0,,,,045660,에이텍
당기순이익(지배),48.0,21.0,8.0,7.0,13.0,,,,045660,에이텍
당기순이익(비지배),,,,,,,,,045660,에이텍
자산총계,923.0,943.0,681.0,625.0,664.0,,,,045660,에이텍
부채총계,233.0,515.0,246.0,160.0,193.0,,,,045660,에이텍
자본총계,690.0,428.0,435.0,465.0,471.0,,,,045660,에이텍
자본총계(지배),690.0,428.0,435.0,465.0,471.0,,,,045660,에이텍
자본총계(비지배),,,,,,,,,045660,에이텍
자본금,68.0,68.0,41.0,41.0,41.0,,,,045660,에이텍
영업활동현금흐름,-40.0,-7.0,-83.0,129.0,34.0,,,,045660,에이텍
투자활동현금흐름,102.0,-5.0,-57.0,67.0,-38.0,,,,045660,에이텍
재무활동현금흐름,-1.0,9.0,6.0,-132.0,-4.0,,,,045660,에이텍
CAPEX,3.0,4.0,2.0,0.0,4.0,,,,045660,에이텍
FCF,-43.0,-11.0,-85.0,128.0,30.0,,,,045660,에이텍
이자발생부채,21.0,30.0,25.0,5.0,1.0,,,,045660,에이텍
영업이익률,7.7,-2.89,4.44,4.37,4.87,,,,045660,에이텍
순이익률,13.9,13.36,3.95,2.47,5.43,,,,045660,에이텍
ROE(%),16.94,20.74,19.23,15.02,8.41,,,,045660,에이텍
ROA(%),12.48,11.94,13.4,10.37,6.15,,,,045660,에이텍
부채비율,33.79,120.39,56.61,34.41,41.1,,,,045660,에이텍
자본유보율,927.0,541.87,1311.41,1507.04,1519.47,,,,045660,에이텍
EPS(원),355.0,151.0,91.0,83.0,158.0,,,,045660,에이텍
PER(배),6.77,7.7,5.9,5.1,8.07,,,,045660,에이텍
BPS(원),5306.0,3292.0,5507.0,5893.0,5963.0,,,,045660,에이텍
PBR(배),1.02,1.87,0.88,0.65,0.67,,,,045660,에이텍
현금DPS(원),0.0,0.0,0.0,100.0,,,,,045660,에이텍
현금배당수익률,0.0,,,,,,,,045660,에이텍
현금배당성향(%),0.0,0.0,0.0,115.26,,,,,045660,에이텍
발행주식수(보통주),13600000.0,13600000.0,8260000.0,8260000.0,8260000.0,,,,045660,에이텍
주요재무정보,2015/03,2015/06,2015/09,2015/12,2016/03,2016/06(E),2016/09(E),2016/12(E),code,name
매출액,139.0,157.0,135.0,155.0,174.0,180.0,157.0,171.0,078140,대봉엘에스
영업이익,16.0,26.0,20.0,24.0,25.0,30.0,25.0,27.0,078140,대봉엘에스
세전계속사업이익,15.0,28.0,20.0,29.0,25.0,28.0,28.0,26.0,078140,대봉엘에스
당기순이익,12.0,22.0,16.0,25.0,20.0,23.0,20.0,21.0,078140,대봉엘에스
당기순이익(지배),12.0,21.0,16.0,23.0,19.0,22.0,22.0,21.0,078140,대봉엘에스
당기순이익(비지배),0.0,1.0,1.0,2.0,1.0,,,,078140,대봉엘에스
자산총계,584.0,605.0,658.0,655.0,675.0,,,744.0,078140,대봉엘에스
부채총계,84.0,82.0,119.0,91.0,97.0,,,95.0,078140,대봉엘에스
자본총계,500.0,522.0,539.0,563.0,578.0,,,649.0,078140,대봉엘에스
자본총계(지배),492.0,513.0,529.0,552.0,566.0,,,634.0,078140,대봉엘에스
자본총계(비지배),8.0,9.0,10.0,11.0,13.0,,,,078140,대봉엘에스
자본금,55.0,55.0,55.0,55.0,55.0,,,55.0,078140,대봉엘에스
영업활동현금흐름,7.0,23.0,33.0,25.0,-29.0,,,,078140,대봉엘에스
투자활동현금흐름,6.0,-13.0,-25.0,-29.0,26.0,,,,078140,대봉엘에스
재무활동현금흐름,0.0,-6.0,41.0,-37.0,0.0,,,,078140,대봉엘에스
CAPEX,2.0,0.0,1.0,5.0,2.0,,,,078140,대봉엘에스
FCF,5.0,22.0,32.0,20.0,-31.0,,,,078140,대봉엘에스
이자발생부채,3.0,3.0,44.0,7.0,7.0,,,,078140,대봉엘에스
영업이익률,11.38,16.35,14.77,15.52,14.47,16.99,15.92,15.79,078140,대봉엘에스
순이익률,8.57,14.3,12.14,15.81,11.73,13.04,12.74,12.46,078140,대봉엘에스
ROE(%),11.23,11.39,11.85,13.78,14.99,,,,078140,대봉엘에스
ROA(%),9.8,10.16,10.36,12.33,13.3,,,,078140,대봉엘에스
부채비율,16.89,15.78,22.11,16.22,16.8,,,14.64,078140,대봉엘에스
자본유보율,787.54,826.1,854.15,895.56,920.5,,,,078140,대봉엘에스
EPS(원),105.0,193.0,140.0,207.0,175.0,198.0,198.0,189.0,078140,대봉엘에스
PER(배),31.19,26.3,19.48,15.47,17.07,,,,078140,대봉엘에스
BPS(원),4438.0,4631.0,4771.0,4978.0,5103.0,,,5723.0,078140,대봉엘에스
PBR(배),3.34,2.85,2.19,2.0,2.39,,,2.41,078140,대봉엘에스
